Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,Model,Age,Country
Toyota Fortuner 4x2 AT,Pune,29509.48,2013,105000,Diesel,Automatic,Second,12.55,2982,168.5,7.0,Toyota,Fortuner 4x2 AT,11,Japan
Hyundai Creta 1.6 VTVT S,Jaipur,19162.0,2016,24000,Petrol,Manual,First,15.29,1591,121.3,5.0,Hyundai,Creta 1.6 VTVT S,8,South Korea
Volkswagen Ameo 1.5 TDI Highline,Coimbatore,15528.88,2017,23389,Diesel,Manual,First,21.66,1498,108.62,5.0,Volkswagen,Ameo 1.5 TDI Highline,7,Germany
Hyundai i20 Magna,Ahmedabad,4982.12,2009,90000,Petrol,Manual,First,18.5,1197,80.0,5.0,Hyundai,i20 Magna,15,South Korea
Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,29049.59,2013,20000,Diesel,Automatic,First,17.68,1968,174.33,5.0,Audi,A6 2011-2015 2.0 TDI Premium Plus,11,Germany
Hyundai Grand i10 CRDi Sportz,Jaipur,7281.558,2014,62269,Diesel,Manual,First,24.0,1120,70.0,5.0,Hyundai,Grand i10 CRDi Sportz,10,South Korea
Audi Q3 30 TDI S Edition,Chennai,46049.805510204096,2015,69000,Diesel,Manual,First,17.32,1968,138.13,5.0,Audi,Q3 30 TDI S Edition,9,Germany
BMW 5 Series 2013-2017 530d M Sport,Kochi,48671.48,2015,58898,Diesel,Automatic,First,14.69,2993,258.0,5.0,BMW,5 Series 2013-2017 530d M Sport,9,Germany
Maruti Swift Dzire AMT ZDI,Coimbatore,12386.32,2018,29110,Diesel,Automatic,First,26.59,1248,74.0,5.0,Maruti,Swift Dzire AMT ZDI,6,India
Hyundai Grand i10 1.2 Kappa Sportz AT,Kochi,12202.36,2019,34649,Petrol,Automatic,First,18.9,1197,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Sportz AT,5,South Korea
Honda City i DTEC SV,Kolkata,8929.490000000002,2017,13000,Diesel,Manual,First,26.0,1498,98.6,5.0,Honda,City i DTEC SV,7,Japan
Hyundai Grand i10 1.2 Kappa Magna,Jaipur,10025.56,2015,25043,Petrol,Manual,First,18.9,1197,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Magna,9,South Korea
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,11022.300833333335,2018,36611,Petrol,Automatic,First,19.0,1199,88.7,5.0,Honda,Jazz 1.2 V CVT i VTEC,6,Japan
Maruti Swift VDi BSIII W/ ABS,Jaipur,4075.1200000000003,2008,150000,Diesel,Manual,Second,17.8,1248,75.0,5.0,Maruti,Swift VDi BSIII W/ ABS,16,India
Maruti Wagon R VXI,Ahmedabad,8078.7,2015,82000,Petrol,Manual,First,22.5,998,67.04,5.0,Maruti,Wagon R VXI,9,India
Maruti Ciaz RS ZDi Plus SHVS,Kochi,12033.74,2017,45158,Diesel,Manual,Second,28.09,1248,88.5,5.0,Maruti,Ciaz RS ZDi Plus SHVS,7,India
Volkswagen Vento 1.2 TSI Comfortline AT,Coimbatore,11492.090000000002,2016,36968,Petrol,Automatic,First,16.93,1197,103.2,5.0,Volkswagen,Vento 1.2 TSI Comfortline AT,8,Germany
Maruti Swift VXI BSIV,Coimbatore,8960.15,2015,53556,Petrol,Manual,First,20.4,1197,81.8,5.0,Maruti,Swift VXI BSIV,9,India
Skoda Laura Ambition 2.0 TDI CR AT,Bangalore,8354.63,2013,78500,Diesel,Automatic,First,20.0,1968,138.1,5.0,Skoda,Laura Ambition 2.0 TDI CR AT,11,Czech Republic
Hyundai Xcent 1.1 CRDi S Celebration Edition,Jaipur,8048.04,2017,133000,Diesel,Manual,First,24.4,1120,71.0,5.0,Hyundai,Xcent 1.1 CRDi S Celebration Edition,7,South Korea
Hyundai Creta 1.6 CRDi SX,Coimbatore,19951.475000000002,2017,33186,Diesel,Manual,First,19.67,1582,126.2,5.0,Hyundai,Creta 1.6 CRDi SX,7,South Korea
Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,20311.72,2012,65000,Petrol,Automatic,First,11.74,1796,186.0,5.0,Mercedes-Benz,New C-Class C 200 CGI Elegance,12,Germany
Maruti Swift VDI,Coimbatore,8628.64875,2015,61903,Diesel,Manual,First,22.9,1248,74.0,5.0,Maruti,Swift VDI,9,India
Toyota Etios G,Kolkata,7588.15,2011,25000,Petrol,Manual,First,17.6,1496,88.73,5.0,Toyota,Etios G,13,Japan
Maruti Swift Dzire VXI Optional,Hyderabad,7358.21,2017,8044,Petrol,Manual,First,20.85,1197,83.14,5.0,Maruti,Swift Dzire VXI Optional,7,India
Audi Q5 3.0 TDI Quattro Technology,Bangalore,60145.685,2017,18000,Diesel,Automatic,First,13.22,2967,241.4,5.0,Audi,Q5 3.0 TDI Quattro Technology,7,Germany
Honda City V MT,Mumbai,7281.5599999999995,2013,80000,Petrol,Manual,First,16.8,1497,116.3,5.0,Honda,City V MT,11,Japan
Mahindra KUV 100 mFALCON D75 K6 5str AW,Chennai,7304.555,2016,45000,Diesel,Manual,First,25.32,1198,77.0,5.0,Mahindra,KUV 100 mFALCON D75 K6 5str AW,8,India
Mahindra Xylo D4 BSIV,Mumbai,4445.58,2013,78835,Diesel,Manual,Second,14.0,2498,112.0,8.0,Mahindra,Xylo D4 BSIV,11,India
Tata Tiago 1.2 Revotron XT,Kochi,8523.26,2017,30631,Petrol,Manual,First,23.84,1199,84.0,5.0,Tata,Tiago 1.2 Revotron XT,7,India
Mahindra Scorpio VLX 2WD BSIII,Hyderabad,8071.03375,2011,72573,Diesel,Manual,First,12.05,2179,120.0,8.0,Mahindra,Scorpio VLX 2WD BSIII,13,India
Toyota Innova Crysta 2.8 GX AT,Delhi,31793.59,2016,10000,Diesel,Automatic,First,11.36,2755,171.5,7.0,Toyota,Innova Crysta 2.8 GX AT,8,Japan
Maruti Wagon R VXI BSIII,Mumbai,4598.88,2011,50215,Petrol,Manual,First,18.9,998,67.1,5.0,Maruti,Wagon R VXI BSIII,13,India
Maruti 800 AC,Kolkata,1379.66,2009,9999,Petrol,Manual,First,16.1,796,37.0,4.0,Maruti,800 AC,15,India
Honda Civic 2006-2010 1.8 MT Sport,Pune,2912.62,2008,110000,Petrol,Manual,Second,13.5,1799,130.0,5.0,Honda,Civic 2006-2010 1.8 MT Sport,16,Japan
Chevrolet Beat Diesel LS,Jaipur,4158.1575,2013,81000,Diesel,Manual,First,25.44,936,57.6,5.0,Chevrolet,Beat Diesel LS,11,USA
Mahindra Thar CRDe,Delhi,17077.17,2016,11000,Diesel,Manual,First,16.55,2498,105.0,6.0,Mahindra,Thar CRDe,8,India
Tata Zest Revotron 1.2T XE,Kolkata,10102.21,2017,59000,Petrol,Manual,First,17.57,1193,88.7,5.0,Tata,Zest Revotron 1.2T XE,7,India
Hyundai EON Era Plus,Mumbai,5202.866,2015,8300,Petrol,Manual,First,21.1,814,55.2,5.0,Hyundai,EON Era Plus,9,South Korea
Mahindra Ssangyong Rexton RX7,Mumbai,21231.5,2016,40000,Diesel,Automatic,First,11.18,2696,184.0,7.0,Mahindra,Ssangyong Rexton RX7,8,India
Hyundai Creta 1.6 CRDi SX Option,Pune,16709.26,2016,83500,Diesel,Manual,First,19.67,1582,126.2,5.0,Hyundai,Creta 1.6 CRDi SX Option,8,South Korea
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,12171.7,2017,22000,Diesel,Manual,First,22.95,1248,74.0,5.0,Tata,Zest Quadrajet 1.3 75PS XE,7,India
Chevrolet Enjoy Petrol LTZ 7 Seater,Mumbai,3286.28375,2013,39000,Petrol,Manual,First,13.7,1399,98.82,7.0,Chevrolet,Enjoy Petrol LTZ 7 Seater,11,USA
Skoda Superb Elegance 2.0 TDI CR AT,Pune,12999.5,2013,90000,Diesel,Automatic,First,17.2,1968,138.1,5.0,Skoda,Superb Elegance 2.0 TDI CR AT,11,Czech Republic
Hyundai i20 2015-2017 Magna Optional 1.4 CRDi,Pune,7013.293333333334,2012,134487,Diesel,Manual,First,21.9,1396,88.8,5.0,Hyundai,i20 2015-2017 Magna Optional 1.4 CRDi,12,South Korea
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,32958.64,2014,65000,Diesel,Automatic,First,15.73,1968,174.33,5.0,Audi,Q3 2012-2015 2.0 TDI Quattro Premium Plus,10,Germany
Mahindra Scorpio S6 Plus 7 Seater,Ahmedabad,14946.36,2015,48000,Diesel,Manual,First,15.4,2179,120.0,7.0,Mahindra,Scorpio S6 Plus 7 Seater,9,India
BMW 3 Series 320d,Bangalore,20235.072500000002,2011,60000,Diesel,Automatic,First,13.2,1995,170.0,5.0,BMW,3 Series 320d,13,Germany
Mercedes-Benz CLA 45 AMG,Kochi,66015.389,2015,23742,Petrol,Automatic,First,15.04,1991,360.0,5.0,Mercedes-Benz,CLA 45 AMG,9,Germany
Honda City 1.5 S MT,Hyderabad,6164.033,2010,60268,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 S MT,14,Japan
Maruti Vitara Brezza ZDi,Hyderabad,16893.22,2016,70746,Diesel,Manual,First,24.3,1248,88.5,5.0,Maruti,Vitara Brezza ZDi,8,India
Toyota Camry 2.5 G,Delhi,20694.96,2014,61000,Petrol,Automatic,First,12.98,2494,178.4,5.0,Toyota,Camry 2.5 G,10,Japan
Maruti Swift Vdi BSIII,Pune,4752.18,2007,102000,Diesel,Manual,First,17.8,1248,75.0,5.0,Maruti,Swift Vdi BSIII,17,India
Hyundai Elantra SX AT,Bangalore,26738.655,2016,25000,Petrol,Automatic,Second,14.5,1797,147.4,5.0,Hyundai,Elantra SX AT,8,South Korea
Renault Duster 85PS Diesel RxL Optional,Delhi,7833.43,2013,64000,Diesel,Manual,First,20.46,1461,83.8,5.0,Renault,Duster 85PS Diesel RxL Optional,11,France
Audi Q5 2008-2012 3.0 TDI Quattro,Hyderabad,25668.062352941175,2010,78265,Diesel,Automatic,First,12.19,2967,236.0,5.0,Audi,Q5 2008-2012 3.0 TDI Quattro,14,Germany
Maruti Esteem Vxi - BSIII,Pune,1149.72,2006,76560,Petrol,Manual,Third,15.9,1298,85.0,5.0,Maruti,Esteem Vxi - BSIII,18,India
Jeep Compass 2.0 Longitude,Kolkata,30674.53,2017,10000,Diesel,Manual,First,17.1,1956,170.0,5.0,Jeep,Compass 2.0 Longitude,7,USA
Honda City 1.5 V AT,Mumbai,6234.767142857143,2010,52000,Petrol,Automatic,First,16.8,1497,118.0,5.0,Honda,City 1.5 V AT,14,Japan
Tata Zest Quadrajet 1.3 75PS XE,Jaipur,12171.7,2018,45000,Diesel,Manual,First,22.95,1248,74.0,5.0,Tata,Zest Quadrajet 1.3 75PS XE,6,India
Maruti Baleno Zeta 1.2,Kochi,10426.31857142857,2018,29562,Petrol,Manual,First,21.4,1197,83.1,5.0,Maruti,Baleno Zeta 1.2,6,India
Maruti Swift Dzire VDI,Kolkata,9568.225,2014,32000,Diesel,Manual,First,26.59,1248,74.0,5.0,Maruti,Swift Dzire VDI,10,India
Volkswagen Polo 1.2 MPI Highline,Coimbatore,8051.107000000001,2016,22003,Petrol,Manual,First,16.2,1199,74.0,5.0,Volkswagen,Polo 1.2 MPI Highline,8,Germany
Mini Clubman Cooper S,Pune,68354.69,2017,2890,Petrol,Manual,First,13.8,1998,192.0,5.0,Mini,Clubman Cooper S,7,UK
Mitsubishi Pajero Sport 4X2 AT,Mumbai,50005.16,2015,52000,Diesel,Automatic,First,13.5,2477,175.56,7.0,Mitsubishi,Pajero Sport 4X2 AT,9,Japan
Honda City ZX EXi,Pune,4598.88,2008,100000,Petrol,Manual,Second,17.7,1497,78.0,5.0,Honda,City ZX EXi,16,Japan
Hyundai EON Era Plus,Jaipur,3920.5474999999997,2013,60000,Petrol,Manual,Second,21.1,814,55.2,5.0,Hyundai,EON Era Plus,11,South Korea
Chevrolet Spark 1.0 PS,Jaipur,2146.14,2010,6512,Petrol,Manual,First,16.0,995,63.0,5.0,Chevrolet,Spark 1.0 PS,14,USA
Maruti Alto LXi,Kolkata,2013.29,2008,39008,Petrol,Manual,First,19.7,796,46.3,5.0,Maruti,Alto LXi,16,India
Toyota Corolla Executive (HE),Chennai,5595.3,2003,136441,Petrol,Manual,First,13.4,1794,125.0,5.0,Toyota,Corolla Executive (HE),21,Japan
Hyundai i20 1.2 Sportz Option,Kolkata,4982.12,2012,36200,Petrol,Manual,First,17.0,1197,80.0,5.0,Hyundai,i20 1.2 Sportz Option,12,South Korea
Hyundai Verna 1.4 CRDi,Kolkata,11113.96,2015,32506,Diesel,Manual,First,24.8,1396,88.7,5.0,Hyundai,Verna 1.4 CRDi,9,South Korea
Chevrolet Enjoy 1.4 LTZ 8,Pune,4422.59,2016,67000,Petrol,Manual,First,13.7,1399,98.79,8.0,Chevrolet,Enjoy 1.4 LTZ 8,8,USA
Fiat Grande Punto 1.4 Emotion,Pune,2284.11,2011,59800,Petrol,Manual,Second,14.6,1368,88.7,5.0,Fiat,Grande Punto 1.4 Emotion,13,Italy
Mahindra XUV500 W8 4WD,Coimbatore,13352.08,2015,63008,Diesel,Manual,First,15.1,2179,140.0,7.0,Mahindra,XUV500 W8 4WD,9,India
Maruti Vitara Brezza ZDi AMT,Coimbatore,17767.01,2018,57804,Diesel,Automatic,First,24.3,1248,88.5,5.0,Maruti,Vitara Brezza ZDi AMT,6,India
Hyundai Creta 1.6 CRDi SX,Jaipur,19499.25,2015,65000,Diesel,Manual,First,19.67,1582,126.2,5.0,Hyundai,Creta 1.6 CRDi SX,9,South Korea
Hyundai Santro Xing GLS,Coimbatore,3970.37,2009,61259,Petrol,Manual,First,17.92,1086,62.1,5.0,Hyundai,Santro Xing GLS,15,South Korea
Hyundai i20 1.4 Asta (AT),Chennai,4982.12,2010,50000,Petrol,Automatic,Second,15.0,1396,100.0,5.0,Hyundai,i20 1.4 Asta (AT),14,South Korea
Hyundai Elantra CRDi,Mumbai,6515.08,2006,183513,Diesel,Manual,Second,14.9,1991,112.2,5.0,Hyundai,Elantra CRDi,18,South Korea
Mahindra XUV500 W10 2WD,Delhi,21193.171666666665,2015,66000,Diesel,Manual,First,16.0,2179,140.0,7.0,Mahindra,XUV500 W10 2WD,9,India
Audi A6 2.0 TDI Design Edition,Kochi,25293.84,2012,78979,Diesel,Automatic,First,18.53,1968,187.74,5.0,Audi,A6 2.0 TDI Design Edition,12,Germany
Tata Tiago 1.2 Revotron XZ WO Alloy,Bangalore,9902.92,2016,30010,Petrol,Manual,First,23.84,1199,84.0,5.0,Tata,Tiago 1.2 Revotron XZ WO Alloy,8,India
Mercedes-Benz A Class Edition 1,Kochi,42114.49933333333,2016,27508,Diesel,Automatic,First,20.0,2143,107.3,5.0,Mercedes-Benz,A Class Edition 1,8,Germany
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,17782.34,2014,28000,Petrol,Automatic,First,17.1,1591,121.4,5.0,Hyundai,Verna 1.6 SX VTVT (O) AT,10,South Korea
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,53247.365000000005,2014,45000,Diesel,Automatic,First,19.27,2143,167.62,5.0,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,10,Germany
BMW 7 Series 740i Sedan,Kochi,16697.7675,2013,86107,Petrol,Automatic,First,8.45,2979,321.0,5.0,BMW,7 Series 740i Sedan,11,Germany
Land Rover Range Rover 2.2L Pure,Hyderabad,49821.2,2015,49000,Diesel,Automatic,Second,12.7,2179,187.7,5.0,Land,Rover Range Rover 2.2L Pure,9,UK
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,19979.069,2018,32746,Petrol,Automatic,First,13.0,1591,121.3,5.0,Hyundai,Creta 1.6 SX Plus Petrol Automatic,6,South Korea
Volkswagen Vento 1.2 TSI Highline AT,Mumbai,6770.573333333334,2013,42758,Petrol,Automatic,First,16.93,1197,103.2,5.0,Volkswagen,Vento 1.2 TSI Highline AT,11,Germany
Mini Cooper Countryman D,Hyderabad,33633.14,2013,50000,Diesel,Automatic,First,23.8,1998,112.0,5.0,Mini,Cooper Countryman D,11,UK
Volvo S60 D4 KINETIC,Coimbatore,27593.28,2016,90904,Diesel,Automatic,First,9.0,1984,181.0,5.0,Volvo,S60 D4 KINETIC,8,Sweden
Renault Pulse RxL,Kolkata,7588.15,2012,52612,Diesel,Manual,First,23.08,1461,63.12,5.0,Renault,Pulse RxL,12,France
Honda Amaze SX i-VTEC,Kolkata,8048.04,2015,40000,Petrol,Manual,First,18.0,1198,86.7,5.0,Honda,Amaze SX i-VTEC,9,Japan
Toyota Camry 2.5 G,Delhi,7204.91,2012,80724,Petrol,Automatic,First,12.98,2494,178.4,5.0,Toyota,Camry 2.5 G,12,Japan
Maruti Alto LXi,Hyderabad,2631.58,2009,62659,Petrol,Manual,First,19.7,796,46.3,5.0,Maruti,Alto LXi,15,India
Skoda Superb Style 1.8 TSI AT,Kochi,51139.55,2011,72734,Petrol,Automatic,Second,14.67,1798,177.46,5.0,Skoda,Superb Style 1.8 TSI AT,13,Czech Republic
Maruti Ertiga ZXI,Pune,10424.13,2015,15000,Petrol,Manual,First,17.5,1373,91.1,7.0,Maruti,Ertiga ZXI,9,India
Audi A4 2.0 TDI,Bangalore,30053.68,2014,65475,Diesel,Automatic,First,16.55,1968,147.51,5.0,Audi,A4 2.0 TDI,10,Germany
Maruti Ertiga VDI,Chennai,9121.11,2012,71000,Diesel,Manual,First,20.77,1248,88.76,7.0,Maruti,Ertiga VDI,12,India
Mercedes-Benz New C-Class C 220 CDI Style,Bangalore,54757.329999999994,2016,16000,Diesel,Automatic,First,19.27,2143,167.62,5.0,Mercedes-Benz,New C-Class C 220 CDI Style,8,Germany
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,3909.045,2011,72329,Petrol,Manual,First,17.5,1197,85.8,5.0,Maruti,Swift Dzire 1.2 Vxi BSIV,13,India
Mercedes-Benz GLA Class 200 CDI SPORT,Coimbatore,33852.86666666667,2016,49398,Diesel,Automatic,First,17.9,2143,136.0,5.0,Mercedes-Benz,GLA Class 200 CDI SPORT,8,Germany
Honda City i VTEC VX Option,Jaipur,11650.495,2016,44147,Petrol,Manual,First,17.8,1497,117.3,5.0,Honda,City i VTEC VX Option,8,Japan
Maruti Alto LXi BSII,Ahmedabad,1686.26,2007,45000,Petrol,Manual,First,19.7,796,46.3,5.0,Maruti,Alto LXi BSII,17,India
Toyota Fortuner 3.0 Diesel,Delhi,17709.52,2011,75000,Diesel,Manual,First,11.5,2982,171.0,7.0,Toyota,Fortuner 3.0 Diesel,13,Japan
BMW 3 Series Luxury Line,Coimbatore,95150.83,2017,22574,Diesel,Automatic,First,21.76,1995,190.0,5.0,BMW,3 Series Luxury Line,7,Germany
Hyundai Elite i20 Petrol Asta,Kochi,11874.308,2016,26642,Petrol,Manual,First,18.6,1197,81.86,5.0,Hyundai,Elite i20 Petrol Asta,8,South Korea
Honda Amaze VX i-DTEC,Hyderabad,5748.6,2013,81304,Diesel,Manual,First,25.8,1498,98.6,5.0,Honda,Amaze VX i-DTEC,11,Japan
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Kolkata,7818.094999999999,2013,46000,Diesel,Manual,First,15.0,1896,105.0,5.0,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,11,Germany
Mercedes-Benz S Class 2005 2013 320 L,Hyderabad,26198.29,2007,99000,Petrol,Manual,First,13.0,2987,210.0,5.0,Mercedes-Benz,S Class 2005 2013 320 L,17,Germany
Hyundai EON Era,Pune,4307.62,2012,36317,Petrol,Manual,First,21.1,814,55.2,5.0,Hyundai,EON Era,12,South Korea
Maruti Zen Estilo LXI BSIII,Pune,1992.85,2008,70000,Petrol,Manual,First,18.2,998,67.1,5.0,Maruti,Zen Estilo LXI BSIII,16,India
Hyundai Verna CRDi SX,Hyderabad,8983.146,2009,137711,Diesel,Manual,First,16.8,1493,110.0,5.0,Hyundai,Verna CRDi SX,15,South Korea
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,23209.01,2018,18980,Petrol,Automatic,First,17.0,1591,121.3,5.0,Hyundai,Verna VTVT 1.6 AT SX Option,6,South Korea
Hyundai i20 Asta Option 1.2,Mumbai,10629.543999999998,2015,31293,Petrol,Manual,First,18.6,1197,81.83,5.0,Hyundai,i20 Asta Option 1.2,9,South Korea
Maruti Baleno Vxi - BSIII,Pune,1609.61,2004,43000,Petrol,Manual,Second,15.4,1590,94.0,5.0,Maruti,Baleno Vxi - BSIII,20,India
Honda Jazz 1.5 S i DTEC,Ahmedabad,11673.490000000002,2016,45000,Diesel,Manual,First,27.3,1498,98.6,5.0,Honda,Jazz 1.5 S i DTEC,8,Japan
Volkswagen Vento Diesel Comfortline,Kolkata,6354.115,2012,53000,Diesel,Manual,First,20.54,1598,103.6,5.0,Volkswagen,Vento Diesel Comfortline,12,Germany
Hyundai i10 Magna 1.1L,Pune,2912.62,2011,30000,Petrol,Manual,First,19.81,1086,68.05,5.0,Hyundai,i10 Magna 1.1L,13,South Korea
Jeep Compass 2.0 Sport,Delhi,30229.97,2017,13000,Diesel,Manual,First,17.1,1956,170.0,5.0,Jeep,Compass 2.0 Sport,7,USA
Renault Duster 110PS Diesel RxZ,Delhi,7979.057500000001,2013,62000,Diesel,Manual,First,19.01,1461,108.45,5.0,Renault,Duster 110PS Diesel RxZ,11,France
Maruti Swift Dzire VXi,Chennai,6055.1900000000005,2012,35161,Petrol,Manual,First,17.5,1298,85.8,5.0,Maruti,Swift Dzire VXi,12,India
Maruti Alto LXi,Jaipur,2529.38,2006,75000,Petrol,Manual,First,19.7,796,46.3,5.0,Maruti,Alto LXi,18,India
Tata Nano XTA,Coimbatore,4786.338285714286,2016,53590,Petrol,Automatic,First,21.9,624,37.48,4.0,Tata,Nano XTA,8,India
Hyundai i10 Era 1.1,Chennai,2529.38,2008,71467,Petrol,Manual,First,19.81,1086,68.05,5.0,Hyundai,i10 Era 1.1,16,South Korea
Maruti Alto XCITE,Kochi,3531.3658333333333,2011,66287,Petrol,Manual,First,19.7,796,46.3,5.0,Maruti,Alto XCITE,13,India
Ford Figo Diesel EXI,Jaipur,3418.4979999999996,2012,85000,Diesel,Manual,Second,20.0,1399,68.0,5.0,Ford,Figo Diesel EXI,12,USA
Land Rover Discovery 4 TDV6 Auto Diesel,Hyderabad,80541.72,2012,147202,Diesel,Automatic,First,11.8,2993,241.6,7.0,Land,Rover Discovery 4 TDV6 Auto Diesel,12,UK
Honda City i DTec SV,Coimbatore,10730.72,2016,72566,Diesel,Manual,First,26.0,1498,98.6,5.0,Honda,City i DTec SV,8,Japan
Maruti Ritz LDi,Pune,5595.3,2015,190000,Diesel,Manual,First,23.2,1248,73.94,5.0,Maruti,Ritz LDi,9,India
Hyundai Grand i10 1.2 Kappa Sportz Option,Delhi,8579.466666666667,2017,25348,Petrol,Manual,First,18.9,1197,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Sportz Option,7,South Korea
Hyundai Grand i10 AT Asta,Delhi,8653.560000000001,2014,54000,Petrol,Automatic,First,18.9,1197,82.0,5.0,Hyundai,Grand i10 AT Asta,10,South Korea
Hyundai i20 Sportz Option 1.2,Bangalore,11757.8,2015,33000,Petrol,Manual,First,18.6,1197,81.83,5.0,Hyundai,i20 Sportz Option 1.2,9,South Korea
BMW 5 Series 2003-2012 520d,Delhi,28359.76,2011,58067,Diesel,Automatic,First,18.48,1995,177.0,5.0,BMW,5 Series 2003-2012 520d,13,Germany
Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,41124.206666666665,2015,43020,Diesel,Automatic,First,13.0,2143,201.1,5.0,Mercedes-Benz,E-Class E250 CDI Avantgrade,9,Germany
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,14486.47,2014,27641,Diesel,Manual,First,12.99,2494,100.0,7.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,10,Japan
Maruti Swift Dzire ZDI,Hyderabad,10132.87,2016,46372,Diesel,Manual,First,26.59,1248,74.0,5.0,Maruti,Swift Dzire ZDI,8,India
Maruti Alto K10 VXI,Kochi,6269.81,2016,27535,Petrol,Manual,First,24.07,998,67.1,5.0,Maruti,Alto K10 VXI,8,India
BMW 5 Series 520d Luxury Line,Kochi,104042.0,2016,55615,Diesel,Automatic,First,22.48,1995,190.0,5.0,BMW,5 Series 520d Luxury Line,8,Germany
Maruti Vitara Brezza VDi Option,Jaipur,14409.82,2017,19000,Diesel,Manual,First,24.3,1248,88.5,5.0,Maruti,Vitara Brezza VDi Option,7,India
Hyundai Verna Transform VTVT with Audio,Kolkata,7215.861428571428,2010,47000,Petrol,Manual,First,16.2,1599,103.2,5.0,Hyundai,Verna Transform VTVT with Audio,14,South Korea
Honda City i VTEC VX,Delhi,12876.86,2015,60595,Petrol,Manual,First,17.4,1497,117.3,5.0,Honda,City i VTEC VX,9,Japan
Tata Indica Vista Quadrajet LS,Hyderabad,1839.55,2013,170000,Diesel,Manual,First,22.3,1248,74.0,5.0,Tata,Indica Vista Quadrajet LS,11,India
Hyundai i20 Active 1.4 SX,Delhi,11144.619999999999,2017,14301,Diesel,Manual,First,21.19,1396,88.73,5.0,Hyundai,i20 Active 1.4 SX,7,South Korea
Audi A6 2011-2015 2.0 TDI,Kochi,28198.8,2015,42741,Diesel,Automatic,Second,17.68,1968,174.33,5.0,Audi,A6 2011-2015 2.0 TDI,9,Germany
BMW X5 xDrive 30d Design Pure Experience 5 Seater,Delhi,82779.84,2015,31000,Diesel,Automatic,Second,15.97,2993,258.0,5.0,BMW,X5 xDrive 30d Design Pure Experience 5 Seater,9,Germany
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,18699.922857142858,2017,11000,Petrol,Manual,First,15.29,1591,121.3,5.0,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,7,South Korea
Maruti Vitara Brezza ZDi Plus AMT,Mumbai,19100.68,2018,3800,Diesel,Automatic,First,24.3,1248,88.5,5.0,Maruti,Vitara Brezza ZDi Plus AMT,6,India
Ford Fiesta 1.4 Duratec EXI,Coimbatore,4772.103,2009,44702,Petrol,Manual,First,16.6,1388,68.0,5.0,Ford,Fiesta 1.4 Duratec EXI,15,USA
Maruti Dzire AMT VDI,Delhi,13965.27,2017,14300,Diesel,Automatic,First,28.4,1248,73.75,5.0,Maruti,Dzire AMT VDI,7,India
Honda City i-VTEC VX,Coimbatore,19437.93,2018,31542,Petrol,Manual,First,17.4,1497,117.3,5.0,Honda,City i-VTEC VX,6,Japan
Maruti Celerio VXI AT,Chennai,6444.18,2015,31717,Petrol,Automatic,First,23.1,998,67.04,5.0,Maruti,Celerio VXI AT,9,India
Chevrolet Captiva LT,Kochi,5365.36,2011,99120,Diesel,Manual,First,11.5,1991,147.9,7.0,Chevrolet,Captiva LT,13,USA
Datsun GO T Petrol,Chennai,8477.27,2016,36000,Petrol,Manual,First,19.83,1198,67.0,5.0,Datsun,GO T Petrol,8,Japan
Skoda Superb Petrol Ambition,Delhi,8431.28,2010,40000,Petrol,Manual,First,13.1,1798,157.8,5.0,Skoda,Superb Petrol Ambition,14,Czech Republic
Hyundai Santro Xing GL,Ahmedabad,5409.979285714285,2014,41000,Petrol,Manual,First,0.0,1086,62.0,5.0,Hyundai,Santro Xing GL,10,South Korea
Mahindra Renault Logan 1.5 DLE Diesel,Chennai,3525.81,2007,160000,Diesel,Manual,Second,19.2,1461,65.0,5.0,Mahindra,Renault Logan 1.5 DLE Diesel,17,India
Tata Tiago 1.05 Revotorq XT Option,Pune,10822.7,2016,41413,Diesel,Manual,First,27.28,1047,69.0,5.0,Tata,Tiago 1.05 Revotorq XT Option,8,India
